show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,country_cleaned,continent,month,day,year,difference
s950,tv show,kenan,missing,,usa,2021-02-17,2021,tv-pg,1 season,"black stories, comedy, sitcom","kenan's a local atlanta tv personality and single father working hard to balance his career as the host of ""wake up with kenan,"" a popular morning show, with raising his two spirited school-age daughters. but juggling his job and family proves difficult when his friend mika is his tenacious producer, his brother gary is his clueless manager, his father-in-law, rick, is his toughest critic – and everyone who thinks they're doing their best to make his life a little easier seems to make it a whole lot harder.",missing,north america,2,17,2021,1
s951,movie,logan lucky,missing,,usa,2021-02-17,2017,pg-13,119 min,"comedy, crime, drama","trying to reverse a family curse, brothers jimmy (channing tatum) and clyde logan (adam driver) set out to pull off an elaborate heist during the legendary coca-cola 600 auto race at charlotte motor speedway.",missing,north america,2,17,2021,49
s952,tv show,"bad habits, holy orders",missing,,uk,2021-02-16,2017,missing,1 season,reality,"five party girls abandon booze, boys and smartphones and move into a catholic convent for four weeks of life-changing spiritual guidance in this authentic, insightful and warmly humorous reality series. how will these two vastly different groups cope when the wild, materialistic lifestyle of the millennial generation collides with the devoted, simple existence of the daughters of divine charity?",missing,missing,2,16,2021,49
s954,tv show,north korea: inside the mind of a dictator,missing,,uk,2021-02-16,2021,tv-14,1 season,documentaries,exclusive interviews and intimate archival information give a look at kim jong un's life and reign.,missing,missing,2,16,2021,1
s955,movie,the warrior queen of jhansi,missing,,india,2021-02-16,2019,r,103 min,"drama, history","follow the epic true story of rani (translation: queen) of jhansi, the 24-year-old freedom fighter and feminist icon who led her people into battle against the british empire.",missing,asia,2,16,2021,25
s956,movie,trump: the reckoning,missing,,usa,2021-02-16,2021,missing,missing,news,the abc news originals documentary examines the events leading up to the second impeachment and acquittal of former president donald trump.,missing,north america,2,16,2021,1
s957,tv show,60 days in,missing,,united states,2021-02-15,2016,tv-14,6 seasons,"crime, documentaries, reality",seven civilians go under cover in indiana's clark county jail to experience life behind bars.,missing,north america,2,15,2021,61
s958,tv show,ancient aliens,missing,,united states,2021-02-15,2010,tv-14,14 seasons,"documentaries, history, latino","if aliens visited earth in the past, could they make an appearance in the future? for ancient alien theorists, the answer is a resounding yes. they believe that, by sharing their views with the world, they can help prepare future generations for the inevitable encounter that awaits them.",missing,north america,2,15,2021,133
s959,tv show,bride and prejudice: forbidden love,missing,,united states,2021-02-15,2020,tv-14,1 season,reality,"bride & prejudice"" tackles race, religion, and sexual orientation by detailing familial bigotry that couples face as they prepare to get married. from an interfaith pair in baltimore, to a gay twosome in boston, and an interracial couple from houston, the series introduces people whose path toward marriage is blocked by prejudiced family members who must approve of the unions. as engagements are announced and in-law meetings occur, viewers see the difficulties each couple encounters. against the odds, the potential spouses aim to prove that their love can lead to long-lasting marriages.",missing,north america,2,15,2021,13
s960,tv show,forged in fire: beat the judges,missing,,united states,2021-02-15,2020,tv-pg,1 season,reality,"in each episode, the best bladesmiths from all over the country come to the forge for a once-in-a-lifetime opportunity, to square off against our renowned forged in fire masters in the highest stakes forging competition yet!",missing,north america,2,15,2021,13
s963,tv show,kings of pain,missing,,united states,2021-02-15,2019,tv-14,1 season,"documentaries, science & technology",“kings of pain” follows wildlife biologist adam thorn and professional animal handler rob “caveman” alleva as they get bit and stung by some of the most dangerous animals and vicious stinging insects in the world.,missing,north america,2,15,2021,25
s964,movie,lost girls & love hotels,missing,,usa,2021-02-15,2020,r,97 min,"drama, romance","searching for escape in tokyo's back alleys, a haunted english teacher (alexandra daddario) explores love and lust with a dashing yakuza, as their tumultuous affair takes her on a journey through the city's dive bars and three-hour love hotels.",missing,north america,2,15,2021,13
s965,movie,mommy is a murderer,missing,,usa,2021-02-15,2020,tv-14,86 min,"drama, horror, thriller","when karina becomes friends with lena and her daughter mallie, she begins to suspect that mallie isn't lena's daughter at all, but a girl named emily who was kidnapped from her biological parents several years prior.",missing,north america,2,15,2021,13
s967,tv show,property brothers,missing,,canada,2021-02-15,2011,tv-pg,6 seasons,"family, lifestyle & culture, reality",contractor jonathan scott and real estate expert drew scott combine their skills to help families find and buy a house to transform into their dream home.,missing,north america,2,15,2021,121
s968,tv show,southern gothic,missing,,usa,2021-02-15,2020,tv-14,1 season,"crime, documentaries","the south can be as shadowy as the muddy waters that run through it, especially when it comes to crime; an exploration of the duplicitous characters, unique settings and boundless mysteries of the american south.",missing,north america,2,15,2021,13
s969,movie,tempted by danger,missing,,usa,2021-02-15,2020,tv-14,88 min,"horror, thriller","sisters, nicole and angela, are highly driven and successful in their careers. angela is married with a baby on the way and wishes nicole, a rising attorney, could have more balance in her life.",missing,north america,2,15,2021,13
s970,tv show,the secret of skinwalker ranch,missing,,united states,2021-02-15,2020,tv-pg,1 season,"documentaries, science fiction","for the first time ever, history is gaining full, unprecedented access to one of the most infamous and secretive hotspots of paranormal and ufo-related activities on earth, skinwalker ranch.",missing,north america,2,15,2021,13
s971,movie,the shape of water,missing,,usa,2021-02-15,2017,r,123 min,"drama, romance, science fiction","when a mute cleaning woman at a cold war-era high-security government facility discovers a top-secret experiment, she finds her lonely world opening up as she bonds with a mysterious amphibious humanoid.",missing,north america,2,15,2021,49
s972,tv show,the unxplained,missing,,united states,2021-02-15,2019,tv-14,2 seasons,documentaries,"the unxplained explores the world’s most fascinating, strange and inexplicable mysteries. hosted by golden globe & emmy award-winning actor william shatner (star trek, boston legal) each episode will feature compelling contributions from scientists, historians, witnesses and experiencers – each seeking to shed light on how the seemingly impossible actually can happen.",missing,north america,2,15,2021,25
s973,tv show,witches of salem,missing,,usa,2021-02-15,2019,tv-14,1 season,"drama, history","dark, atmospheric re-enactments and expert interviews explore the mass hysteria that led to the infamous witch trials in salem, massachusetts.",missing,north america,2,15,2021,25
s974,movie,crshd,missing,,usa,2021-02-14,2019,missing,81 min,comedy,"on the last night of her college freshman year, izzy tries to lose her virginity with the help of her two best friends––but their only hope is getting into an exclusive, invite-only “crush party.”",missing,north america,2,14,2021,25
s975,tv show,men in kilts: a roadtrip with sam and graham,missing,,uk,2021-02-14,2021,missing,1 season,"documentaries, lifestyle & culture","sam and graham take viewers along on their adventures, discovering the rich, complex heritage of their native country, meeting local artisans and experts, and experiencing genuine moments of awe and fascination.",missing,missing,2,14,2021,1
