cast,continent,country,country_cleaned,date_added,day,description,difference,director,duration,duration_min,duration_season,listed_in,month,rating,release_year,show_id,title,type,year,service
"irrfan khan, jimmy shergill, soha ali khan, mahie gill, raj babbar, deep raj rana, rajiv gupta, sitaram panchal, rajesh khera, mugdha godse",asia,india,missing,2020-09-19,19,knotty love triangles and nefarious schemes arise when a nobleman’s plans to remarry fall into the cunning hands of his first wife and a vengeful rival.,92,tigmanshu dhulia,139 min,139.0,,"dramas, international movies, romantic movies",9,tv-ma,2013,s1975,saheb biwi aur gangster returns,movie,2020,netflix
"boman irani, vir das, neha dhupia, lisa haydon, ram kapoor, johny lever, vijay raaz, tinnu anand, sanjay mishra, ayub khan",asia,india,missing,2020-09-19,19,"passed off as spies, two inept pals are sent to fiji to rescue a kidnapped bureaucrat. soon enough, they’re creating more problems than they’re solving.",56,akashdeep,111 min,111.0,,"comedies, international movies",9,tv-14,2016,s1976,santa banta pvt ltd,movie,2020,netflix
"jeet, abir chatterjee, priyanka sarkar, shradha das, kharaj mukherjee, shantilal mukherjee, barun chanda, deb ranajan nag, rajesh sharma",asia,india,missing,2020-09-19,19,"knocked down by life one too many times, a meek family man drastically transforms from shy to savage after an encounter with a mysterious friend.",80,rajesh ganguly,103 min,103.0,,"dramas, international movies, thrillers",9,tv-ma,2014,s1977,the royal bengal tiger,movie,2020,netflix
"bhumi pednekar, konkona sen sharma, vikrant massey, amol parashar, aamir bashir, karan kundra, kalp shah, hearty singh, neelima azim, kubbra sait",asia,india,missing,2020-09-18,18,"a disillusioned delhi wife and her new-in-town cousin navigate damning secrets, dreams and their thorny dynamic on their respective roads to freedom.",8,alankrita shrivastava,120 min,120.0,,"dramas, independent movies, international movies",9,tv-ma,2020,s1978,dolly kitty aur woh chamakte sitare,movie,2020,netflix
"sarah paulson, finn wittrock, judy davis, sharon stone, cynthia nixon, jon jon briones, charlie carver",north america,united states,missing,2020-09-18,18,"in 1947, mildred ratched begins working as a nurse at a leading psychiatric hospital. but beneath her stylish exterior lurks a growing darkness.",8,missing,1 season,,1.0,"tv dramas, tv horror, tv mysteries",9,tv-ma,2020,s1979,ratched,tv show,2020,netflix
"lyric lewis, rutledge wood",north america,united states,missing,2020-09-18,18,eight of the country's best backyard smokers and pitmasters vie for the title of american barbecue champion in a fierce but friendly faceoff.,8,missing,1 season,,1.0,reality tv,9,tv-g,2020,s1980,the american barbecue showdown,tv show,2020,netflix
"james spader, megan boone, diego klattenhoff, ryan eggold, harry lennix, amir arison, hisham tawfiq, mozhan marnò",north america,united states,missing,2020-09-18,18,"after turning himself in, a brilliant fugitive offers to help the fbi bag other baddies, but only if rookie profiler elizabeth keen is his partner.",20,missing,7 seasons,,7.0,"crime tv shows, tv dramas, tv thrillers",9,tv-14,2019,s1981,the blacklist,tv show,2020,netflix
"andovi da lopez, jovial da lopez, chandra liow, tommy limmm, susan sameh, widika sidmore, kezia aletheia, karina salim",asia,indonesia,missing,2020-09-18,18,four buddies attend a class taught by a love guru who leads them to question their romantic attachments — until her hidden agenda comes to light.,8,chandra liow,98 min,98.0,,"comedies, international movies, romantic movies",9,tv-14,2020,s1982,whipped,movie,2020,netflix
"nayantara, vaibhav reddy, pasupathy, harshvardhan rane, thagubothu ramesh, vinay varma, dheer charan srivastav, d. narsingh rao",asia,india,missing,2020-09-17,17,"as a woman scours hyderabad for her missing husband, she becomes entangled in a conspiracy that suggests there’s more to the mystery than meets the eye.",80,sekhar kammula,130 min,130.0,,"international movies, thrillers",9,tv-14,2014,s1983,anaamika,movie,2020,netflix
"greg chun, erica mendez, cristina vee, david lodge, yuichi nakamura, nana mizuki, miyuki sawashiro, yuko sanpei, suzuko mimori, takayuki sugo",missing,missing,missing,2020-09-17,17,"resurrected as an arisen, ethan sets out to vanquish the dragon that took his heart. but with every demon he battles, his humanity slips further away.",8,missing,1 season,,1.0,"anime series, international tv shows",9,tv-ma,2020,s1984,dragon's dogma,tv show,2020,netflix
maître gims,europe,france,missing,2020-09-17,17,go backstage with beloved rap superstar gims in the year leading up to his major 2019 stade de france performance in this up-close documentary.,8,florent bodin,96 min,96.0,,"documentaries, international movies, music & musicals",9,tv-ma,2020,s1985,gims: on the record,movie,2020,netflix
"lizzie waterworth-santo, emma tate, sue elliot nicholls, tamsin heatley, wayne forester, aidan cook, philip pope",europe,united kingdom,missing,2020-09-17,17,"worlds collide when henry makes plans to spend saturday on the sofa watching a ""gross class zero"" marathon — and his favorite characters come to life!",8,gary andrews,61 min,61.0,,"children & family movies, comedies",9,tv-y,2020,s1986,horrid henry's gross day out,movie,2020,netflix
"nayantara, vaibhav reddy, pasupathy, harshvardhan rane, thagubothu ramesh, vinay varma, dheer charan srivastav, d. narsingh rao",missing,missing,missing,2020-09-17,17,"as a woman scours hyderabad for her missing husband, she becomes entangled in a conspiracy that suggests there’s more to the mystery than meets the eye.",80,sekhar kammula,137 min,137.0,,"international movies, thrillers",9,tv-14,2014,s1987,nee enge en anbe,movie,2020,netflix
"obinna nwachukwu, dennis lindsey, taline stewart, derron scott, jamal graham, jacari dye, julian selman, melody tally, ramon thompson, hasinatu camara",north america,united states,missing,2020-09-17,17,a young screenwriter returns to his hometown to write a script based on his childhood and discovers his neighborhood has been gentrified.,8,merawi gerima,90 min,90.0,,"dramas, independent movies",9,tv-ma,2020,s1988,residue,movie,2020,netflix
"anke engelke, thorsten merten, nina gummich, johannes zeiler, juri winkler, gudrun ritter, aaron hilmer, claudia geisler-bading",europe,germany,missing,2020-09-17,17,"suddenly a widow, a woman rekindles her thirst for life by becoming a eulogist while navigating the existential landscape of death, grief and love.",8,missing,1 season,,1.0,"international tv shows, tv comedies, tv dramas",9,tv-ma,2020,s1989,the last word,tv show,2020,netflix
"benedetta porcaroli, alice pagani, riccardo mandolini, chabeli sastre gonzalez, brando pacitto, lorenzo zurzolo, claudia pandolfi, galatea ranzi",europe,italy,missing,2020-09-16,16,"fed up with their families and classmates, two teen girls from a wealthy part of rome are drawn to the city's underworld and start leading double lives.",8,missing,3 seasons,,3.0,"international tv shows, tv dramas, teen tv shows",9,tv-ma,2020,s1990,baby,tv show,2020,netflix
missing,north america,united states,missing,2020-09-16,16,"engineers, officials and the crew members' families provide their perspective on the 1986 space shuttle challenger disaster and its aftermath.",8,missing,1 season,,1.0,"docuseries, science & nature tv",9,tv-14,2020,s1991,challenger,tv show,2020,netflix
"katherine kelly, lee ingleby, mark stanley, rochenda sandall, shubham saraf, nicholas pinnock, david tennant, hayley atwell, youssef kerkour, clare-hope ashitey, isabella laughland",europe,"united kingdom, france, germany, spain",missing,2020-09-16,16,"within the walls of an interrogation room and with time running out, london investigators go after three suspects, each accused of a grievous crime.",8,missing,2 seasons,,2.0,"british tv shows, crime tv shows, international tv shows",9,tv-ma,2020,s1992,criminal: uk,tv show,2020,netflix
jason leong,missing,missing,missing,2020-09-16,16,"in this stand-up special, former doctor jason leong gives his diagnoses on the nonsense of traditional healers, business-class show-offs and more.",32,kubhaer t. jethwani,69 min,69.0,,stand-up comedy,9,tv-ma,2018,s1993,dr jason leong hashtag blessed,movie,2020,netflix
"andrzej konopka, helena sujecka, piotr trojan, michał czernecki, mariusz ostrowski, robert gulaczyk, mirosław kropielnicki, helena englert, paulina gałązka, magdalena źak",europe,poland,missing,2020-09-16,16,"when a young woman's murder shows similarities to a decade-old cold case, a new police commander must break the silence permeating an owl mountain town.",8,missing,2 seasons,,2.0,"crime tv shows, international tv shows, tv dramas",9,tv-ma,2020,s1994,signs,tv show,2020,netflix
tituss burgess,north america,united states,missing,2020-09-16,16,"in this fun, fast-paced music contest hosted by tituss burgess, players sing their hearts out and try to hit the right notes to win up to $60,000.",8,missing,1 season,,1.0,reality tv,9,tv-pg,2020,s1995,sing on!,tv show,2020,netflix
"tom holland, bill skarsgård, riley keough, robert pattinson, mia wasikowska, jason clarke, sebastian stan, haley bennett, harry melling, eliza scanlen",north america,united states,missing,2020-09-16,16,sinister characters converge around a young man devoted to protecting those he loves in a postwar backwoods town teeming with corruption and brutality.,8,antonio campos,139 min,139.0,,"dramas, thrillers",9,r,2020,s1996,the devil all the time,movie,2020,netflix
"mario casas, déborah françois, guillermo pfening, maría rodríguez soto, celso bugallo, raúl jiménez, pol monen, alice bocchi, martín bacigalupo",europe,spain,missing,2020-09-16,16,"unable to face his new reality in a wheelchair, ángel develops a deadly obsession with the woman who left him and unleashes a sinister revenge plot.",8,carles torras,94 min,94.0,,"dramas, international movies, thrillers",9,tv-ma,2020,s1997,the paramedic,movie,2020,netflix
"idris elba, richard madden, charlotte le bon, kelly reilly, josé garcia, vincent londez, arieh worthalter, mohamed makhtoumi, théo costa-marini, jérôme gaspard",multi-continent,"united kingdom, france, united states, belgium, luxembourg, china, germany",missing,2020-09-16,16,"after a mix-up lands him in hot water, a skilled pickpocket is forced to help a no-nonsense cia operative track a terrorist group in paris.",56,james watkins,92 min,92.0,,"action & adventure, international movies",9,r,2016,s1998,the take,movie,2020,netflix
"vanessa redgrave, bryony hannah, helen george, jenny agutter, pam ferris, laura main, judy parfitt, cliff parisi, stephen mcgann, ben caplan, miranda hart, jessica raine, max macmillan, victoria yeates, jack ashton, emerald fennell, linda bassett",europe,united kingdom,missing,2020-09-15,15,this period drama set in impoverished east london in the 1950s follows a newly qualified midwife and her colleagues at a nursing convent.,8,philippa lowthorpe,9 seasons,,9.0,"british tv shows, international tv shows, tv dramas",9,tv-ma,2020,s1999,call the midwife,tv show,2020,netflix
missing,multi-continent,"thailand, united states",missing,2020-09-15,15,"a thai scientist and his family decide to cryonically freeze their cherished, dying toddler. this heartfelt documentary follows their journey.",8,pailin wedel,80 min,80.0,,"documentaries, international movies",9,tv-pg,2020,s2000,hope frozen: a quest to live twice,movie,2020,netflix
michael mcintyre,europe,united kingdom,missing,2020-09-15,15,"charming comic michael mcintyre talks family, technology, sharks, accents and the time he confused himself for a world leader in this stand-up special.",8,chris howe,63 min,63.0,,stand-up comedy,9,tv-ma,2020,s2001,michael mcintyre: showman,movie,2020,netflix
missing,north america,united states,missing,2020-09-15,15,"many of the most popular taco styles have long, rich, little-known histories. explore some of them in this eye-opening, mouth-watering food adventure.",8,missing,2 seasons,,2.0,"docuseries, international tv shows, reality tv",9,tv-ma,2020,s2003,taco chronicles,tv show,2020,netflix
"neil patrick harris, brendan gleeson, jayma mays, hank azaria, katy perry, christina ricci, jonathan winters, j.b. smoove, george lopez, anton yelchin, fred armisen, jacob tremblay, alan cumming",multi-continent,"united states, france, canada, belgium",missing,2020-09-15,15,"evil magician gargamel continues his quest to tap the power of the smurfs, creating a pair of his own ""smurf-alikes"" called the naughties.",92,raja gosnell,105 min,105.0,,"children & family movies, comedies",9,pg,2013,s2004,the smurfs 2,movie,2020,netflix
"ryan kiera armstrong, summer fontana, kevin j. o'connor, tait blum, jon gries, branscombe richmond, rick overton, jonathan lajoie, chloe webb",missing,missing,missing,2020-09-15,15,sisters mia and emma move to their grandmother’s farm far from the city and save a magical unicorn from local cowboys seeking its powers for themselves.,8,steve bencich,93 min,93.0,,children & family movies,9,pg,2020,s2005,wish upon a unicorn,movie,2020,netflix
"seyi shay, somkele iyamah, vector, chioma chukwuka akpotha, uche jumbo, sharon ooja, shaffy bello, saidi balogun, kemi lala akindoju, ademola adedoyin",africa,nigeria,missing,2020-09-14,14,"when their glamorous, fast-paced lifestyle comes to a screeching halt, two sisters try to rebuild their fortunes through music and enterprise.",32,tosin coker,140 min,140.0,,"dramas, international movies, music & musicals",9,tv-ma,2018,s2006,lara and the beat,movie,2020,netflix
