type,country,date_added,month,day,year,release_year,rating,duration_min,duration_season,difference,continent,country_cleaned,duration,listed_in,description,show_id,director,cast,title
Movie,Mexico,2020-09-11,9,11,2020,2020,TV-14,103,NA,8,North America,['Mexico'],103 min,"Children & Family Movies, Comedies, Dramas",What does a thrill-seeker tween girl do when her mom forbids her to enter a BMX race? Cast an actor with nothing to lose to play her approving dad.,s2008,Javier Colinas,"Natalia Coronado, Juan Pablo Medina, Silvia Navarro, Roberto Quijano, Victoria Viera, Arantxa Servín, Aleyda Gallardo, Joaquín Emanuel, Abril Michel, Omar Fierro, Luis Ernesto Franco, Patricia Reyes Spíndola, Rodrigo Murray, Luis Arrieta, Alberto Guerra, Moisés Arizmendi, David Fridman, Martha Claudia Moreno, Ela Velden, Gonzalo García Vivanco, Mauricio Argüelles, César Rodríguez",Dad Wanted
TV Show,France,2020-09-11,9,11,2020,2020,TV-MA,NA,2,8,Europe,['France'],2 Seasons,"International TV Shows, TV Comedies, TV Dramas","After learning France is about to legalize pot, a down-on-his-luck entrepreneur and his family race to turn their butcher shop into a marijuana café.",s2009,,"Jonathan Cohen, Gérard Darmon, Julia Piaton, Liliane Rovère, Olivier Rosemberg, Ali Marhyar, Lina El Arabi, Louise Coldefy, Enrico Macias, Valérie Damidot",Family Business
Movie,United States,2020-09-11,9,11,2020,2014,PG,102,NA,80,North America,['United States'],102 min,Children & Family Movies,"Hiccup, Toothless and a mysterious dragon rider join forces to protect the island of Berk from a power-hungry warrior with a dragon army of his own.",s2011,Dean DeBlois,"Jay Baruchel, Cate Blanchett, Gerard Butler, Craig Ferguson, America Ferrera, Jonah Hill, Christopher Mintz-Plasse, T.J. Miller, Kristen Wiig, Djimon Hounsou, Kit Harington",How to Train Your Dragon 2
Movie,"Germany, China, United Kingdom",2020-09-11,9,11,2020,2020,TV-Y7,93,NA,8,Multi-Continent,"['Germany', ' China', ' United Kingdom']",93 min,"Children & Family Movies, Comedies",A street-smart dog and a pampered cat join forces to lead a pack of unlikely heroes when their city is seized by its evil mayor — and his robot army.,s2012,Reinhard Klooss,"Patrick Roche, Natalie Dormer, Eddie Marsan, Felix Auer, Jeff Burrell, Harvey Friedman, Marty Sander, Ian Odle, Bryan Larkin",Pets United
TV Show,Spain,2020-09-11,9,11,2020,2020,TV-MA,NA,1,8,Europe,['Spain'],1 Season,"International TV Shows, Spanish-Language TV Shows, TV Dramas",One family’s fight for survival in a future dystopian Madrid illustrates the disparity between two worlds separated by a fence — and so much more.,s2013,,"Unax Ugalde, Olivia Molina, Eleonora Wexler, Abel Folk, Ángela Molina, Manu Fullola, Daniel Ibáñez, Laura Quirós, Nicolás Illoro, Belén Écija, Juan Blanco, Yaima Ramos",The Barrier
TV Show,United Kingdom,2020-09-11,9,11,2020,2020,TV-MA,NA,1,8,Europe,['United Kingdom'],1 Season,"British TV Shows, International TV Shows, TV Comedies","Katherine's a single mom juggling her career, her tween daughter, her relationship with her boyfriend — and pondering getting pregnant with her ex.",s2014,,"Katherine Ryan, Rory Keenan, Katy Byrne, Doon Mackichan, Steen Raskopoulos, Michelle de Swarte, Sophie Fletcher",The Duchess
Movie,,2020-09-11,9,11,2020,2014,TV-14,69,NA,80,,,69 min,Stand-Up Comedy,"At the Comic Strip's first Arabic stand-up show, Wonho Chung ratchets up the laughs by tackling unique names, life in Jordan, accents and more.",s2015,Shaun Mir,Wonho Chung,Wonho Chung: Live in New York
Movie,India,2020-09-10,9,10,2020,2018,TV-14,133,NA,32,Asia,['India'],133 min,"Dramas, International Movies, Thrillers","When a man falls from his balcony, an investigator questions the victim’s family, determined to uncover a darker truth behind the alleged accident.",s2016,Satish Rajwade,"Nana Patekar, Sumeet Raghvan, Iravati Harshe, Aashish Kulkarni, Savita Malpekar",Aapla Manus
Movie,India,2020-09-10,9,10,2020,2018,TV-14,157,NA,32,Asia,['India'],157 min,"Dramas, International Movies","From his singular career to his personal demons, this biopic chronicles the short yet prolific life of the Marathi dentist-turned-superstar.",s2017,Abhijeet Deshpande,"Subodh Bhave, Vaidehi Parshurami, Nandita Patkar, Sonali Kulkarni, Sumeet Raghvan, Prasad Oak, Anand Ingale, Suhas Palshikar",Ani... Dr. Kashinath Ghanekar
Movie,India,2020-09-10,9,10,2020,2019,TV-14,116,NA,20,Asia,['India'],116 min,"Dramas, International Movies",This first of a two-part biopic depicts the early years that lay the foundation for beloved Marathi writer and comedian P.L. Deshpande’s iconic career.,s2018,Mahesh Manjrekar,"Sagar Deshmukh, Vijay Kenkre, Iravati Harshe, Shubhangi Damle, Sachin Khedekar, Sunil Barve, Ashwini Giri, Rajan Bhise",Bhai: Vyakti Ki Valli - Poorvardha
Movie,India,2020-09-10,9,10,2020,2019,TV-PG,112,NA,20,Asia,['India'],112 min,"Dramas, International Movies","The second installment of P.L. Deshpande’s biopic explores the Marathi humorist’s political journey, philanthropic endeavors and personal life.",s2019,Mahesh Manjrekar,"Sagar Deshmukh, Iravati Harshe, Vijay Kenkre, Shubhangi Damle, Ashwini Giri, Nina Kulkarni, Dalip Tahil, Girish Kulkarni",Bhai: Vyakti Ki Valli - Uttarardh
Movie,India,2020-09-10,9,10,2020,2018,TV-PG,96,NA,32,Asia,['India'],96 min,"Comedies, Dramas, International Movies","When his prized bicycle is stolen, an astrologer’s search turns into a journey of self-realization — while the thieves learn a few lessons of their own.",s2020,Prakash Kunte,"Hrishikesh Joshi, Bhalchandra Kadam, Priyadarshan Jadhav, Deepti Lele, Manoj Kolhatkar, Maithili Patwardhan",Cycle
Movie,India,2020-09-10,9,10,2020,2017,TV-G,127,NA,44,Asia,['India'],127 min,"Children & Family Movies, Dramas, International Movies","Convinced only a miracle can save them from failing school exams, a trio of friends seek help from a magician. To their surprise, he gamely complies.",s2021,Manish Saini,"Naseeruddin Shah, Kahaan, Kuldeep Sodha",Dhh
TV Show,United States,2020-09-10,9,10,2020,2020,TV-14,NA,5,8,North America,['United States'],5 Seasons,TV Dramas,"Although members of the Greenleaf family run a Memphis megachurch, their business and personal lives are tainted with greed, adultery and other sins.",s2022,,"Merle Dandridge, Kim Hawthorne, Desiree Ross, Lamman Rucker, Tye White, Lynn Whitfield, Deborah Joy Winans, Keith David, Lovie Simone, Gregory Alan Williams, Oprah Winfrey",Greenleaf
TV Show,United States,2020-09-10,9,10,2020,2020,TV-G,NA,1,8,North America,['United States'],1 Season,"Kids' TV, TV Comedies","Julie lost her passion for music when she lost her mom. But when three ghostly guys appear and lift her spirits, they decide to start a band together!",s2023,Kenny Ortega,"Madison Reyes, Charlie Gillespie, Owen Patrick Joyner, Jeremy Shada, Jadah Marie, Sacha Carlson, Savannah Lee May, Cheyenne Jackson, Carlos Ponce, Booboo Stewart, Sonny Bustamante",Julie and the Phantoms
Movie,India,2020-09-10,9,10,2020,2019,TV-MA,130,NA,20,Asia,['India'],130 min,"Dramas, International Movies, Romantic Movies","When an activist begins aiding a shrewd political advisor — also his girlfriend’s father, personal agendas lead to betrayal as love and duty clash.",s2024,Makarand Mane,"Rinku Rajguru, Shubhankar Tawde, Shashank Shende, Suhas Palshikar, Bharati Patil, Milind Pathak, Umesh Jagtap, Shantanu Gangane, Vitthal Kale, Mahesh Bhosale",Kaagar
Movie,Turkey,2020-09-10,9,10,2020,2018,TV-MA,93,NA,32,Asia,['Turkey'],93 min,"Comedies, International Movies, Romantic Movies",Two exes run into each other at a wedding hall and realize they still harbor romantic feelings. The one problem? They just got married to other people.,s2025,Hakan Algül,"Şahin Irmak, İrem Sak, Gonca Vuslateri, Emre Karayel, Duygu Yetiş, Onur Buldu, Salih Kalyon, Bilge Şen, Nilgün Belgün, Hakan Akın",Night of Knots
Movie,India,2020-09-10,9,10,2020,2016,TV-14,138,NA,56,Asia,['India'],138 min,"Comedies, Dramas, International Movies","Posing as her bubbly identical twin for a quiz contest, a shy student crushes on a fellow participant, who falls for her — thinking she’s her sister.",s2026,Vijay Maurya,"Parna Pethe, Chetan Chitnis, Anshuman Joshi, Aashay Kulkarni, Vandana Gupte, Girish Oak",PhotoCopy
Movie,India,2020-09-10,9,10,2020,2016,TV-14,138,NA,56,Asia,['India'],138 min,"Comedies, Dramas, International Movies","In a town infamous for female infanticide, a young woman’s arrival has local bachelors vying for her hand in marriage — but she has a bigger agenda.",s2027,Sameer Patil,"Sonalee Kulkarni, Hrishikesh Joshi, Jitendra Joshi, Aniket Vishwasrao, Hemant Dhome, Sandeep Pathak, Siddharth Menon, Akshay Tanksale, Vaibhav Mangale, Anand Ingale",Poshter Girl
Movie,Indonesia,2020-09-10,9,10,2020,2017,TV-G,92,NA,44,Asia,['Indonesia'],92 min,Children & Family Movies,"As he rebuilds society in a parallel universe, a superhero must return to Earth to help his equally powerful friend defend the planet from evil rivals.",s2028,"Kenzo Maihara, Amandha Wyanto","Christian Loho, Fernando Surya, Yayan Ruhian, Stella Cornelia, Yui Takano, Safira Ratu, Faris Fadjar Munggaran, Adhitya Alkatiri",Satria Heroes: Revenge of the Darkness
Movie,Egypt,2020-09-10,9,10,2020,2018,TV-14,110,NA,32,Africa,['Egypt'],110 min,"Dramas, International Movies, Thrillers","To escape conviction on criminal charges, a businessman agrees to aid a risky police mission, but his motives soon turn suspicious.",s2029,Ahmed Nader Galal,"Youssef El Sherif, Dina El-Sherbiny, Ahmad Rizq, Hana El Zahed, Mahmoud El Gendy, Bayyumi Fuad, Khaled Kamal, Mahmoud El-Bazzawy",Son Of Adam
Movie,United States,2020-09-10,9,10,2020,2020,TV-MA,102,NA,8,North America,['United States'],102 min,"Comedies, Horror Movies","Two years after Cole survived a satanic blood cult, he's living another nightmare: high school. And the demons from his past? Still making his life hell.",s2030,McG,"Judah Lewis, Jenna Ortega, Emily Alyn Lind, Andrew Bachelor, Robbie Amell, Bella Thorne, Hana Mae Lee, Ken Marino, Leslie Bibb, Chris Wylde, Carl McDowell",The Babysitter: Killer Queen
Movie,India,2020-09-09,9,9,2020,2020,TV-14,113,NA,8,Asia,['India'],113 min,"Comedies, Dramas, Independent Movies","Aboard a spaceship where souls of the deceased are readied for reincarnation, a lone crew member’s rigid existence is disrupted by a spry new assistant.",s2031,Arati Kadav,"Vikrant Massey, Shweta Tripathi, Nandu Madhav, Konkona Sen Sharma, Biswapati Sarkar, Ritwik Bhaumik, Prabal Panjabi, Hansal Mehta",Cargo
Movie,France,2020-09-09,9,9,2020,2020,TV-MA,96,NA,8,Europe,['France'],96 min,"Dramas, International Movies",Eleven-year-old Amy starts to rebel against her conservative family’s traditions when she becomes fascinated with a free-spirited dance crew.,s2032,Maïmouna Doucouré,"Fathia Youssouf, Médina El Aidi-Azouni, Esther Gohourou, Ilanah Cami-Goursolas, Myriam Hamma, Maïmouna Gueye, Mbissine Thérèse Diop, Demba Diaw, Mamadou Samaké",Cuties
TV Show,United States,2020-09-09,9,9,2020,2020,TV-PG,NA,1,8,North America,['United States'],1 Season,Reality TV,"Expert home organizers Clea and Joanna help celebrities and everyday clients edit, categorize and contain their clutter to create stunning spaces.",s2033,,,Get Organized with The Home Edit
TV Show,Spain,2020-09-09,9,9,2020,2020,TV-MA,NA,1,8,Europe,['Spain'],1 Season,"Crime TV Shows, Docuseries, International TV Shows","A stone's throw from Africa, the Spanish beach town of La Línea is a drug smuggling hot spot. But the police and mayor are determined to change that.",s2034,Pepe Mora,,La Línea: Shadow of Narco
Movie,Argentina,2020-09-09,9,9,2020,2020,TV-14,108,NA,8,South America,['Argentina'],108 min,"Comedies, International Movies, Music & Musicals",Fernando is a family man — equally committed to each of his two families. But one wrong turn brings them crashing together.,s2035,Marcos Carnevale,"Adrián Suar, Soledad Villamil, Gabriela Toscano, Alan Sabbagh, Darío Barassi, Magela Zanotta, Betiana Blum",So Much Love to Give
Movie,United States,2020-09-09,9,9,2020,2020,PG-13,94,NA,8,North America,['United States'],94 min,Documentaries,"This documentary-drama hybrid explores the dangerous human impact of social networking, with tech experts sounding the alarm on their own creations.",s2036,Jeff Orlowski,"Skyler Gisondo, Kara Hayward, Vincent Kartheiser",The Social Dilemma
Movie,South Korea,2020-09-08,9,8,2020,2020,TV-MA,99,NA,8,Asia,['South Korea'],99 min,"Horror Movies, International Movies, Thrillers","As a grisly virus rampages a city, a lone man stays locked inside his apartment, digitally cut off from seeking help and desperate to find a way out.",s2037,Cho Il,"Yoo Ah-in, Park Shin-hye",#Alive
TV Show,South Korea,2020-09-08,9,8,2020,2020,TV-14,NA,1,8,Asia,['South Korea'],1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",Two actors and a makeup artist fight to make their own way in a world that weighs the backgrounds they were born into more than their dreams.,s2038,,"Park Bo-gum, Park So-dam, Byeon Woo-seok, Ha Hee-ra, Shin Ae-ra, Han Jin-hee, Shin Dong-mi, Lee Chang-hoon, Kwon Soo-hyun, Cho Yu-jung, Park Su-young, Seo Sang-won, Lee Jae-won",Record of Youth
Movie,South Africa,2020-09-07,9,7,2020,2020,TV-G,86,NA,8,Africa,['South Africa'],86 min,"Children & Family Movies, Documentaries, International Movies","A filmmaker forges an unusual friendship with an octopus living in a South African kelp forest, learning as the animal shares the mysteries of her world.",s2039,"Pippa Ehrlich, James Reed",,My Octopus Teacher
Movie,Turkey,2020-09-07,9,7,2020,2010,TV-MA,98,NA,128,Asia,['Turkey'],98 min,"Dramas, Independent Movies, International Movies","A toll booth operator's mundane life is upended when he's reassigned to a remote spot, where he finds intriguing strangers — and a new side to himself.",s2040,Tolga Karaçelik,"Büşra Pekin, Nur Aysan, Ruhi Sarı, Nergis Öztürk, Nadir Sarıbacak, Serkan Ercan, Sermet Yeşil, Enes Mazak, Zafer Diper",Toll Booth
TV Show,,2020-09-07,9,7,2020,2020,TV-Y7,NA,2,8,,,2 Seasons,Kids' TV,Optimus Prime and the AllSpark are missing – and only a memory-scrambled Bumblebee holds the key to finding them in this animated sci-fi series.,s2041,,"Sophia Isabella, Jeremy Levy, Jacob Tillman, Ryan Andes, Deanna McGovern, Dick Terhune",Transformers: Cyberverse
Movie,United States,2020-09-07,9,7,2020,2010,PG,111,NA,128,North America,['United States'],111 min,Documentaries,"This dynamic documentary weaves together stories about students, educators and reformers to shed light on America's failing public school system.",s2042,Davis Guggenheim,,"Waiting for ""Superman"""
TV Show,"Australia, New Zealand, United States",2020-09-05,9,5,2020,2017,TV-MA,NA,1,44,Multi-Continent,"['Australia', ' New Zealand', ' United States']",1 Season,"TV Dramas, TV Sci-Fi & Fantasy, TV Thrillers","In the near future, physically powerful beings known as ""Hairies"" struggle to survive in a segregated society dominated by hostile humans.",s2043,,"Hunter Page-Lochard, Rob Collins, Deborah Mailman, Ryan Corr, Stef Dawson, Iain Glen, Frances O'Connor, Tasma Walton, Tony Briggs",Cleverman
Movie,United Kingdom,2020-09-05,9,5,2020,2020,R,97,NA,8,Europe,['United Kingdom'],97 min,Dramas,"Fresh out of prison, an ex-con tries to save his debt-ridden brother and the family pub until local mobsters draw him back to a criminal underworld.",s2044,Philip Barantini,"Craig Fairbrass, George Russo, Robert Glenister, Izuka Hoyle, Mark Monero, Tomi May, Eloise Lovell Anderson, Taz Skylar, Nicholas Aaron",Villain
TV Show,United States,2020-09-04,9,4,2020,2020,TV-14,NA,1,8,North America,['United States'],1 Season,"Romantic TV Shows, TV Dramas, TV Sci-Fi & Fantasy",Commander Emma Green leaves behind her husband and daughter to lead an international crew of astronauts on a perilous three-year mission to Mars.,s2045,,"Hilary Swank, Josh Charles, Vivian Wu, Mark Ivanir, Ato Essandoh, Ray Panthaki, Talitha Eliana Bateman",Away
Movie,United States,2020-09-04,9,4,2020,2020,R,135,NA,8,North America,['United States'],135 min,"Dramas, Independent Movies",Nothing is as it seems when a woman experiencing misgivings about her new boyfriend joins him on a road trip to meet his parents at their remote farm.,s2046,Charlie Kaufman,"Jessie Buckley, Jesse Plemons, Toni Collette, David Thewlis, Guy Boyd",I'm Thinking of Ending Things
Movie,South Africa,2020-09-04,9,4,2020,2019,TV-14,93,NA,20,Africa,['South Africa'],93 min,"Comedies, Dramas, International Movies","With their clashing demands, the mothers of both bride and groom turn wedding prep into comical chaos in this sequel to “Keeping Up With the Kandasamys.”",s2047,Jayan Moodley,"Jailoshini Naidoo, Maeshni Naicker, Madhushan Singh, Mishqah Parthiephal, Yugan Naidoo, Koobeshan Naidoo, Mariam Bassa, Rushil Juglall, Tesarnia Oree",Kandasamys: The Wedding
TV Show,United States,2020-09-04,9,4,2020,2020,TV-Y7,NA,2,8,North America,['United States'],2 Seasons,Kids' TV,A new chapter begins for Lucky and her friends as they leave Miradero behind to live and learn at the prestigious Palomino Bluffs Riding Academy.,s2048,,"Amber Frank, Bailey Gambertoglio, Sydney Park, Darcy Rose Byrnes, Rhys Darby",Spirit Riding Free: Riding Academy
